"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","ODASECTOR","PROD","MLN_USD","A","2006",118.4,
"NOR","ODASECTOR","PROD","MLN_USD","A","2007",123.7,
"NOR","ODASECTOR","PROD","MLN_USD","A","2008",135.88,
"NOR","ODASECTOR","PROD","MLN_USD","A","2009",247.49,
"NOR","ODASECTOR","PROD","MLN_USD","A","2010",311.8,
"NOR","ODASECTOR","PROD","MLN_USD","A","2011",434.38,
"NOR","ODASECTOR","PROD","MLN_USD","A","2012",184.37,
"NOR","ODASECTOR","PROD","MLN_USD","A","2013",277.67,
"NOR","ODASECTOR","PROD","MLN_USD","A","2014",174.82,
"NOR","ODASECTOR","PROD","MLN_USD","A","2015",99.25,
"NOR","ODASECTOR","PROD","MLN_USD","A","2016",84.21,
"NOR","ODASECTOR","PROD","MLN_USD","A","2017",215.63,
"NOR","ODASECTOR","PROD","MLN_USD","A","2018",196.59,
"PRT","ODASECTOR","PROD","MLN_USD","A","2000",5.65,
"PRT","ODASECTOR","PROD","MLN_USD","A","2001",12.42,
"PRT","ODASECTOR","PROD","MLN_USD","A","2002",10.58,
"PRT","ODASECTOR","PROD","MLN_USD","A","2003",4.94,
"PRT","ODASECTOR","PROD","MLN_USD","A","2004",4.84,
"PRT","ODASECTOR","PROD","MLN_USD","A","2005",6.55,
"PRT","ODASECTOR","PROD","MLN_USD","A","2006",3.38,
"PRT","ODASECTOR","PROD","MLN_USD","A","2007",2.45,
"PRT","ODASECTOR","PROD","MLN_USD","A","2008",2.98,
"PRT","ODASECTOR","PROD","MLN_USD","A","2009",4.39,
"PRT","ODASECTOR","PROD","MLN_USD","A","2010",1.98,
"PRT","ODASECTOR","PROD","MLN_USD","A","2011",1.99,
"PRT","ODASECTOR","PROD","MLN_USD","A","2012",1.03,
"PRT","ODASECTOR","PROD","MLN_USD","A","2013",0.67,
"PRT","ODASECTOR","PROD","MLN_USD","A","2014",0.38,
"PRT","ODASECTOR","PROD","MLN_USD","A","2015",2.08,
"PRT","ODASECTOR","PROD","MLN_USD","A","2016",1.45,
"PRT","ODASECTOR","PROD","MLN_USD","A","2017",1.33,
"PRT","ODASECTOR","PROD","MLN_USD","A","2018",4.1,
"ESP","ODASECTOR","PROD","MLN_USD","A","2000",63.5,
"ESP","ODASECTOR","PROD","MLN_USD","A","2001",127.26,
"ESP","ODASECTOR","PROD","MLN_USD","A","2002",130.09,
"ESP","ODASECTOR","PROD","MLN_USD","A","2003",113.06,
"ESP","ODASECTOR","PROD","MLN_USD","A","2004",129.7,
"ESP","ODASECTOR","PROD","MLN_USD","A","2005",107.26,
"ESP","ODASECTOR","PROD","MLN_USD","A","2006",120.42,
"ESP","ODASECTOR","PROD","MLN_USD","A","2007",154.14,
"ESP","ODASECTOR","PROD","MLN_USD","A","2008",218.06,
"ESP","ODASECTOR","PROD","MLN_USD","A","2009",171.57,
"ESP","ODASECTOR","PROD","MLN_USD","A","2010",622.03,
"ESP","ODASECTOR","PROD","MLN_USD","A","2011",510.89,
"ESP","ODASECTOR","PROD","MLN_USD","A","2012",63.64,
"ESP","ODASECTOR","PROD","MLN_USD","A","2013",68.16,
"ESP","ODASECTOR","PROD","MLN_USD","A","2014",90.29,
"ESP","ODASECTOR","PROD","MLN_USD","A","2015",36.65,
"ESP","ODASECTOR","PROD","MLN_USD","A","2016",37.98,
